"Date","Market","State","Market Size","Product Type","Product","Type","Sales","Profit","Margin","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget Margin","Budget Sales","Budget COGS"
07/01/2002,"Central","Wisconsin","Small Market","Smoothie","Lemon","Decaf",417,190,262,174,88,53,2644,188,230,381,163
09/01/2002,"West","California","Major Market","Coffee","Amaretto","Regular",327,-231,-42,393,185,109,7744,-224,-60,436,423
09/01/2002,"West","California","Major Market","Espresso","Caffe Latte","Regular",1537,506,772,769,289,224,5329,502,690,1541,661
09/01/2002,"West","California","Major Market","Espresso","Caffe Mocha","Regular",957,86,515,357,435,363,2843,89,529,857,311
09/01/2002,"West","California","Major Market","Smoothie","Chocolate","Decaf",755,305,458,289,115,89,3148,315,376,600,262
09/01/2002,"West","California","Major Market","Coffee","Columbian","Regular",2327,879,1395,1074,546,335,7291,1366,1786,3046,1276
09/01/2002,"West","California","Major Market","Tea","Darjeeling","Regular",944,386,566,384,145,96,2613,304,375,649,227
09/01/2002,"West","California","Major Market","Espresso","Decaf Espresso","Decaf",1790,616,981,787,394,273,5593,677,1065,1722,701
09/01/2002,"West","California","Major Market","Coffee","Decaf Irish Cream","Decaf",435,-343,-79,477,318,155,11390,-348,-92,546,609
09/01/2002,"West","California","Major Market","Tea","Earl Grey","Regular",610,259,360,234,97,62,1912,229,235,404,159
09/01/2002,"West","California","Major Market","Tea","Green Tea","Regular",456,116,265,188,148,61,1921,113,238,320,89
09/01/2002,"West","California","Major Market","Smoothie","Lemon","Decaf",1780,641,939,786,280,237,3988,593,770,1601,611
09/01/2002,"West","California","Major Market","Smoothie","Blueberry","Decaf",389,130,214,190,94,53,1600,163,208,365,126
09/01/2002,"Central","Colorado","Major Market","Coffee","Amaretto","Regular",975,428,575,419,126,110,2880,466,606,1031,437
09/01/2002,"Central","Colorado","Major Market","Espresso","Caffe Mocha","Regular",580,246,343,247,109,62,1937,312,426,774,272
09/01/2002,"Central","Colorado","Major Market","Smoothie","Chocolate","Decaf",989,245,471,483,196,143,3945,301,451,777,365
09/01/2002,"Central","Colorado","Major Market","Coffee","Columbian","Regular",386,134,219,195,94,58,1791,154,207,368,177
09/01/2002,"Central","Colorado","Major Market","Tea","Darjeeling","Regular",325,22,191,147,146,55,1178,31,165,252,94
09/01/2002,"Central","Colorado","Major Market","Espresso","Decaf Espresso","Decaf",496,116,264,168,162,55,2231,177,315,491,170
09/01/2002,"Central","Colorado","Major Market","Coffee","Decaf Irish Cream","Decaf",718,357,431,284,111,87,3137,385,472,814,299
09/01/2002,"Central","Colorado","Major Market","Tea","Earl Grey","Regular",360,81,201,149,121,50,3440,65,168,297,132
09/01/2002,"Central","Colorado","Major Market","Tea","Green Tea","Regular",473,150,267,191,98,68,1747,140,228,369,144
09/01/2002,"Central","Colorado","Major Market","Smoothie","Lemon","Decaf",410,-6,245,175,229,134,1549,58,214,356,120
09/01/2002,"Central","Colorado","Major Market","Smoothie","Blueberry","Decaf",425,83,226,158,141,54,1212,132,233,327,125
09/01/2002,"East","Connecticut","Small Market","Espresso","Caffe Mocha","Regular",466,6,288,198,249,190,2020,61,277,394,145
09/01/2002,"East","Connecticut","Small Market","Coffee","Columbian","Regular",823,292,522,322,216,112,3757,332,478,712,291
09/01/2002,"East","Connecticut","Small Market","Tea","Darjeeling","Regular",333,138,205,148,77,38,2564,143,237,346,119
09/01/2002,"East","Connecticut","Small Market","Espresso","Decaf Espresso","Decaf",332,66,207,146,142,51,1285,126,206,338,112
09/01/2002,"East","Connecticut","Small Market","Tea","Green Tea","Regular",188,48,110,70,52,18,2430,91,134,204,67
09/01/2002,"East","Connecticut","Small Market","Smoothie","Lemon","Decaf",483,79,246,214,192,75,1897,56,170,328,168
09/01/2002,"East","Connecticut","Small Market","Smoothie","Blueberry","Decaf",415,110,243,206,132,61,3004,132,169,301,133
09/01/2002,"East","Florida","Major Market","Espresso","Caffe Mocha","Regular",712,51,406,306,331,268,1966,122,415,670,240
09/01/2002,"East","Florida","Major Market","Smoothie","Chocolate","Decaf",236,71,124,99,62,31,1852,57,92,158,66
09/01/2002,"East","Florida","Major Market","Coffee","Columbian","Regular",820,264,495,332,191,104,2653,305,457,771,269
09/01/2002,"East","Florida","Major Market","Tea","Darjeeling","Regular",273,93,155,108,67,31,2748,153,172,302,87
09/01/2002,"East","Florida","Major Market","Espresso","Decaf Espresso","Decaf",576,165,331,274,184,88,1822,212,349,624,247
09/01/2002,"East","Florida","Major Market","Coffee","Decaf Irish Cream","Decaf",722,227,393,288,172,87,2036,247,383,675,282
09/01/2002,"East","Florida","Major Market","Tea","Green Tea","Regular",379,154,228,172,82,45,2720,198,256,409,149
09/01/2002,"East","Florida","Major Market","Smoothie","Lemon","Decaf",486,68,234,209,187,73,1106,63,180,328,158
09/01/2002,"East","Florida","Major Market","Smoothie","Blueberry","Decaf",538,169,287,276,151,76,3490,165,229,408,201
09/01/2002,"Central","Illinois","Major Market","Espresso","Caffe Mocha","Regular",1988,635,1051,831,370,255,5208,846,1333,2243,863
09/01/2002,"Central","Illinois","Major Market","Smoothie","Chocolate","Decaf",960,419,520,370,148,98,2620,433,469,827,334
09/01/2002,"Central","Illinois","Major Market","Coffee","Columbian","Regular",1116,406,671,526,280,163,3745,447,762,1355,519
09/01/2002,"Central","Illinois","Major Market","Tea","Darjeeling","Regular",653,248,370,276,105,73,1703,268,340,524,189
09/01/2002,"Central","Illinois","Major Market","Espresso","Decaf Espresso","Decaf",1624,516,802,821,280,225,5683,678,1001,1876,817
09/01/2002,"Central","Illinois","Major Market","Coffee","Decaf Irish Cream","Decaf",899,323,525,407,189,119,2283,459,533,926,345
09/01/2002,"Central","Illinois","Major Market","Tea","Earl Grey","Regular",444,136,264,177,164,60,1959,135,270,375,153
09/01/2002,"Central","Illinois","Major Market","Smoothie","Lemon","Decaf",429,131,244,173,101,57,1597,161,207,353,118
09/01/2002,"Central","Illinois","Major Market","Smoothie","Blueberry","Decaf",834,325,419,330,126,84,3134,325,411,680,254
09/01/2002,"Central","Iowa","Small Market","Coffee","Amaretto","Regular",163,42,88,59,51,17,2508,58,87,144,63
09/01/2002,"Central","Iowa","Small Market","Espresso","Caffe Mocha","Regular",186,53,103,73,53,18,2246,84,127,179,66
09/01/2002,"Central","Iowa","Small Market","Smoothie","Chocolate","Decaf",1936,737,1035,838,393,236,4951,622,920,1501,697
09/01/2002,"Central","Iowa","Small Market","Coffee","Columbian","Regular",219,24,130,99,107,28,2863,63,132,226,87
09/01/2002,"Central","Iowa","Small Market","Tea","Darjeeling","Regular",1476,458,727,803,320,215,5108,428,647,1434,698
09/01/2002,"Central","Iowa","Small Market","Espresso","Decaf Espresso","Decaf",133,106,121,0,36,0,1515,135,169,154,0
09/01/2002,"Central","Iowa","Small Market","Coffee","Decaf Irish Cream","Decaf",111,9,60,48,48,13,1722,34,65,101,29
09/01/2002,"Central","Iowa","Small Market","Tea","Earl Grey","Regular",2087,727,1133,850,427,367,5146,656,1119,1978,752
09/01/2002,"Central","Iowa","Small Market","Smoothie","Lemon","Decaf",942,341,550,353,203,111,2272,388,527,875,327
09/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Latte","Regular",452,7,291,178,283,163,-1948,0,221,387,151
09/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Mocha","Regular",424,167,320,164,130,48,1113,196,229,360,119
09/01/2002,"South","Louisiana","Small Market","Smoothie","Chocolate","Decaf",471,186,293,231,107,62,1775,168,272,459,188
09/01/2002,"South","Louisiana","Small Market","Coffee","Columbian","Regular",342,136,204,157,85,36,2384,192,257,452,202
09/01/2002,"South","Louisiana","Small Market","Espresso","Decaf Espresso","Decaf",348,87,189,154,114,43,1381,128,178,299,100
09/01/2002,"South","Louisiana","Small Market","Coffee","Decaf Irish Cream","Decaf",428,141,254,166,79,39,2469,235,281,460,173
09/01/2002,"South","Louisiana","Small Market","Smoothie","Lemon","Decaf",441,73,270,201,184,73,1804,90,272,407,186
09/01/2002,"East","Massachusetts","Major Market","Espresso","Caffe Mocha","Regular",325,-103,139,152,244,159,1503,-28,158,265,120
09/01/2002,"East","Massachusetts","Major Market","Coffee","Columbian","Regular",1673,1324,1613,201,168,61,-7376,1359,1442,1721,166
09/01/2002,"East","Massachusetts","Major Market","Tea","Darjeeling","Regular",218,75,132,87,58,26,2630,91,133,203,97
09/01/2002,"East","Massachusetts","Major Market","Tea","Green Tea","Regular",168,38,98,62,53,14,1488,65,100,151,57
09/01/2002,"East","Massachusetts","Major Market","Smoothie","Lemon","Decaf",338,19,190,137,152,54,1371,28,128,232,86
09/01/2002,"East","Massachusetts","Major Market","Espresso","Regular Espresso","Regular",1018,289,504,471,205,126,3901,309,477,914,419
09/01/2002,"Central","Missouri","Small Market","Espresso","Caffe Mocha","Regular",345,129,190,132,78,35,2575,168,231,368,149
09/01/2002,"Central","Missouri","Small Market","Smoothie","Chocolate","Decaf",328,-22,176,127,228,134,1070,30,185,274,99
09/01/2002,"Central","Missouri","Small Market","Coffee","Columbian","Regular",505,83,242,214,193,76,1937,90,266,479,215
09/01/2002,"Central","Missouri","Small Market","Tea","Darjeeling","Regular",278,44,169,117,113,37,787,65,154,258,88
09/01/2002,"Central","Missouri","Small Market","Espresso","Decaf Espresso","Decaf",245,90,150,102,67,24,2414,164,189,305,90
09/01/2002,"Central","Missouri","Small Market","Coffee","Decaf Irish Cream","Decaf",422,96,244,182,134,65,3052,155,226,420,192
09/01/2002,"Central","Missouri","Small Market","Tea","Earl Grey","Regular",182,-37,95,75,137,28,641,-33,67,129,60
09/01/2002,"Central","Missouri","Small Market","Tea","Green Tea","Regular",284,6,173,136,149,47,686,29,149,228,95
09/01/2002,"Central","Missouri","Small Market","Smoothie","Lemon","Decaf",388,-131,35,321,178,91,4457,-32,57,336,257
09/01/2002,"West","Nevada","Small Market","Espresso","Caffe Latte","Regular",143,91,130,0,35,0,1378,87,120,128,0
09/01/2002,"West","Nevada","Small Market","Espresso","Caffe Mocha","Regular",141,35,96,63,57,15,2401,61,100,119,33
09/01/2002,"West","Nevada","Small Market","Smoothie","Chocolate","Decaf",979,83,524,387,405,346,2632,123,442,719,285
09/01/2002,"West","Nevada","Small Market","Coffee","Columbian","Regular",285,7,168,124,144,47,829,65,192,346,154
09/01/2002,"West","Nevada","Small Market","Tea","Darjeeling","Regular",1987,683,960,853,335,266,5023,497,734,1149,488
09/01/2002,"West","Nevada","Small Market","Espresso","Decaf Espresso","Decaf",173,52,119,68,54,18,2558,60,96,159,58
09/01/2002,"West","Nevada","Small Market","Coffee","Decaf Irish Cream","Decaf",236,23,122,107,99,29,3288,98,141,265,130
09/01/2002,"West","Nevada","Small Market","Tea","Earl Grey","Regular",1650,493,826,754,308,201,5859,348,543,1050,467
09/01/2002,"West","Nevada","Small Market","Tea","Green Tea","Regular",59,-1436,-941,870,467,370,21644,-914,-627,0,548
09/01/2002,"West","Nevada","Small Market","Smoothie","Lemon","Decaf",1129,423,716,455,316,155,3231,462,622,1006,369
09/01/2002,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",968,364,521,404,207,119,2557,349,471,758,285
09/01/2002,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",351,101,200,153,116,44,903,150,196,372,134
09/01/2002,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",359,-20,195,142,226,134,1087,32,175,321,130
09/01/2002,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",431,106,285,159,152,61,1389,162,240,425,152
09/01/2002,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",156,40,85,58,49,17,2369,64,97,156,56
09/01/2002,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",125,96,135,0,40,0,1508,92,123,123,0
09/01/2002,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",281,6,145,127,161,50,774,33,116,197,88
09/01/2002,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",164,-35,101,74,133,27,717,0,101,155,56
09/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",164,-36,95,75,133,26,-1150,0,58,114,67
09/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",339,-24,180,144,204,112,1071,29,203,267,101
09/01/2002,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",156,36,87,61,52,15,2500,62,86,116,29
09/01/2002,"South","New Mexico","Small Market","Coffee","Columbian","Regular",472,101,249,154,156,53,1519,210,316,519,181
09/01/2002,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",296,37,146,119,117,36,712,29,125,205,102
09/01/2002,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",332,-129,34,323,182,96,4684,-116,28,392,390
09/01/2002,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",233,23,123,99,98,30,2965,62,120,208,85
09/01/2002,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",229,-631,-175,362,444,318,9317,-596,-151,196,330
09/01/2002,"East","New York","Major Market","Coffee","Columbian","Regular",2538,904,1364,928,491,328,8046,1067,1322,2164,863
09/01/2002,"East","New York","Major Market","Tea","Darjeeling","Regular",796,353,469,286,114,79,2783,405,471,850,325
09/01/2002,"East","New York","Major Market","Tea","Earl Grey","Regular",981,440,539,363,135,102,2703,492,629,936,381
09/01/2002,"East","New York","Major Market","Tea","Green Tea","Regular",558,273,354,237,113,74,1675,284,387,605,254
09/01/2002,"East","New York","Major Market","Smoothie","Lemon","Decaf",1652,300,675,878,444,320,4602,261,589,1208,707
09/01/2002,"East","New York","Major Market","Smoothie","Blueberry","Decaf",342,-799,-464,764,280,262,12497,-603,-316,223,640
09/01/2002,"East","New York","Major Market","Espresso","Regular Espresso","Regular",1686,685,981,750,285,203,3742,703,960,1796,732
09/01/2002,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",372,91,204,177,142,55,1367,154,250,389,165
09/01/2002,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",994,292,465,498,206,128,3586,412,637,1118,515
09/01/2002,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",161,41,89,56,45,14,1483,91,92,114,30
09/01/2002,"Central","Ohio","Major Market","Coffee","Columbian","Regular",310,96,196,137,109,39,1283,128,199,318,119
09/01/2002,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",842,261,424,284,184,97,2293,221,426,608,266
09/01/2002,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",326,20,188,143,171,48,1218,100,217,381,142
09/01/2002,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",426,-8,218,173,241,134,1680,66,237,409,167
09/01/2002,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",704,266,429,275,149,93,2120,233,392,603,238
09/01/2002,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",204,77,142,83,59,27,2469,112,132,203,56
09/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",767,248,431,319,176,85,-4834,249,338,548,243
09/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",164,37,89,65,52,15,1390,92,88,132,29
09/01/2002,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",501,78,243,190,168,83,1111,94,256,461,200
09/01/2002,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",391,157,240,183,95,68,1626,273,322,546,238
09/01/2002,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",723,274,423,322,207,104,2526,268,389,660,241
09/01/2002,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",214,77,132,99,63,23,2832,146,200,272,94
09/01/2002,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",651,45,367,315,345,262,2051,133,367,628,247
09/01/2002,"West","Oregon","Small Market","Coffee","Amaretto","Regular",427,-9,235,156,229,147,1529,100,252,454,186
09/01/2002,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",285,18,167,150,153,48,1157,32,154,278,116
09/01/2002,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",397,93,245,155,149,49,1257,129,237,362,147
09/01/2002,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",203,48,120,80,55,24,2759,100,97,160,66
09/01/2002,"West","Oregon","Small Market","Coffee","Columbian","Regular",411,51,259,185,190,60,1424,156,313,480,207
09/01/2002,"West","Oregon","Small Market","Tea","Darjeeling","Regular",155,41,86,65,55,15,1519,62,62,98,32
09/01/2002,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",982,253,499,525,204,128,3693,277,469,809,410
09/01/2002,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",336,84,185,134,116,41,1274,150,249,395,157
09/01/2002,"West","Oregon","Small Market","Tea","Earl Grey","Regular",834,289,462,297,195,104,2286,178,321,487,195
09/01/2002,"West","Oregon","Small Market","Tea","Green Tea","Regular",783,265,425,283,156,94,1883,198,275,448,198
09/01/2002,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",433,157,237,178,102,58,1963,149,215,343,154
09/01/2002,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",497,114,255,169,164,57,-2355,124,225,378,154
09/01/2002,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",878,404,524,391,148,97,2677,398,500,784,313
09/01/2002,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",388,90,226,173,128,56,1306,132,196,403,169
09/01/2002,"South","Texas","Major Market","Coffee","Columbian","Regular",1797,604,892,788,315,244,4090,831,1207,2092,1005
09/01/2002,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",644,251,378,255,110,73,2002,266,375,576,173
09/01/2002,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",403,119,221,173,108,58,1587,221,293,522,208
